,review,rating
5489,"Build quality very good, very easy to make vegetable& froots salad .READ MORE",5
5490,Super prodaktREAD MORE,5
5492,Wast productREAD MORE,5
5495,Helping hand.... 😘READ MORE,5
5496,Good service and best qualityREAD MORE,4
5497,Awesome product 👍Working is very smooth and fast and i am vey happy if this product.READ MORE,5
5499,Very happy to purchased in flipkartREAD MORE,5
5500,Good product👍must buy👌👌👌👌READ MORE,5
5502,Good quality product.READ MORE,4
5506,"Worst product , not worth . cant work properly despite of a big capacity jar its machine is too weak can't chop 2 tomatoes togetherREAD MORE",3
5508,Awesome dealREAD MORE,4
5515,Good and awesome👏✊👍READ MORE,4
5516,Over all super and amazing product in this price... Big in size from expectation. Wothy buying!! 👍🏻🙏Must purchase. 🍽️READ MORE,5
5517,Very nice product.READ MORE,5
5519,Product is superREAD MORE,4
5520,All good but price shud be less.READ MORE,5
5522,just okREAD MORE,5
5523,It makes vegetables cutting easy mainly chopping vegetables for  baby's khichdi  nd onion choppingREAD MORE,5
5524,Very good product from butterfly.. best one..READ MORE,5
5526,It is great 👍READ MORE,5
5527,Wonder ful chopper for Instant fine cuttingREAD MORE,4
5528,ReliableREAD MORE,5
5530,This is one of my fav thing in kitchen...i ordered 600ml first and using it since then...now i ordered the 900ml and happy with this productREAD MORE,5
5532,Very best quality go for itREAD MORE,5
5533,"Must buy, review on 05/01/2022READ MORE",5
5534,Simply Awesome .. Worth every peny invested in this product highly recommended.READ MORE,4
5536,Made my job easyREAD MORE,5
5541,Best product.. sharp bladesREAD MORE,5
5542,Awesome. WorthREAD MORE,4
5543,Good product 👍👍READ MORE,5
5545,Supr 😘READ MORE,5
5547,Perfect 👍READ MORE,4
5548,Small size ...but nice productREAD MORE,5
5551,"Good chopping, good strengthREAD MORE",5
5552,Good QualityREAD MORE,4
5557,it's really helpfulREAD MORE,4
5558,It is very helpful specially in chopping onionsREAD MORE,5
5560,God it is too good and works amazingREAD MORE,4
5562,👍 overall goodREAD MORE,5
5564,I'm HappyREAD MORE,5
5565,The product is excellent. You're getting exactly what you're expecting. Easy to chop any vegetables. I personally found it very useful and easy to use. I don't know about the durability of the product and how long the blades will remain sharp. The lid is easily removable. The blade is also removable and that makes it easy to clean.This is an absolute value for money product.Design 4/5Blade 5/5Looks 4/5Quality 5/5READ MORE,5
5566,Super prodectREAD MORE,5
5567,It was good and  chop two green chillies easily.READ MORE,5
5572,GodREAD MORE,5
5576,Very useful.... For special itemsREAD MORE,5
5577,It's good like itREAD MORE,5
5579,Excellent productREAD MORE,3
5580,It's very goodREAD MORE,5
5583,Nice product value for moneyREAD MORE,3
5590,Best QualityREAD MORE,5
5591,Nice one bt hv to put small amount of vegtbl.. othrwse it may not work properlyREAD MORE,5
5593,Assome and goodREAD MORE,5
5594,Superb looking & build quality.READ MORE,5
5597,Brilliant!READ MORE,5
5604,"I tried prestige cutter , flipkart cutter all are good but this is the best in comparison to otherREAD MORE",5
5605,it's goodREAD MORE,5
5606,You should have 1 in your kitchen and you will see how much your time it will save.READ MORE,5
5612,Wow!READ MORE,5
5614,Very useful product.. Thanku soo much flipkart.READ MORE,5
5615,Super cutting. Just awesome to use.READ MORE,5
5618,Nice product but I think it's built quality is not so good gor long time use.READ MORE,5
5620,Easy to use.very good product.worth for moneyREAD MORE,5
5621,"*Whatever the vegetables,we get perfectly chopped stuffs.*Easily accessible.READ MORE",5
5625,SupetREAD MORE,5
5626,Good for fast cutting....READ MORE,3
5627,NicREAD MORE,4
5631,Awesome go for itREAD MORE,5
5632,Better quality.. must buyREAD MORE,4
5633,Good.READ MORE,3
5638,Value for money and it is good quality product from butterfly. Thank youREAD MORE,5
5639,Very good quality. Easy to use.READ MORE,5
5640,Does a good jobREAD MORE,5
5643,Very useful product... thanks FlipkartREAD MORE,5
5645,"Good product, you can purchase without tension.READ MORE",5
5646,Its best one...go for it...👌👌 since 6 months using itREAD MORE,4
5651,Makes  sound while usingREAD MORE,5
5655,Very good product I order 3 red timeREAD MORE,4
5656,Best productREAD MORE,3
5657,EasyREAD MORE,5
5660,Super quality super productREAD MORE,5
5662,It's super goodJust go for itREAD MORE,5
5667,Very Good Product☺️☺️☺️🤗READ MORE,5
5668,Very nice👍👍READ MORE,4
5669,It's very good product  I'm very happy  thank you flipkartREAD MORE,4
5670,Super duperREAD MORE,5
5673,Quality product affordable rate...READ MORE,5
5675,Good vegetable chopper.AdvantagesYou can chop onion without tears.You can chop vegetables faster.You can clean it easily Disadvantages The blade is sharp and can cause injury. Handle with care.Large onion and big carrot pieces get stuck on the blades and jam the unitSuggestionThe torque on the center rotating shift has to be increased by redesigning the mechanism to make it more comfortable.READ MORE,5
5676,Wastage of money only. No vegetable could be chopped from it.my suggestion is to never buy it in your life......READ MORE,5
5677,Super polity productREAD MORE,5
5679,"It's very useful to cutting the vegetables,,, I'm very happy for using this chopper... Tq flipkartREAD MORE",5
5681,AwsmREAD MORE,4
5684,Very 8READ MORE,4
5689,It's quite good but price is lil bit highREAD MORE,5
5690,Give little bit noise..READ MORE,5
5691,Useful productREAD MORE,5
5693,It's very useful... product...I love itREAD MORE,3
5694,Use fullREAD MORE,5
5695,Valuable nd amazing product.READ MORE,5
5696,The best..READ MORE,5
5698,Nice with best priceREAD MORE,5
5699,My time saveREAD MORE,5
5700,It is best for cutting vegitablesREAD MORE,5
5701,Very bad quality..the design is worst..it just got cut for 2nd use only..READ MORE,5
5704,"Nice,but blad quality is not so goodREAD MORE",5
5705,Simply greatREAD MORE,4
5706,"Good chopper ,is helpful for  cuttingREAD MORE",5
5707,Very good product 👌✌👍😊READ MORE,3
5710,Best' qualityREAD MORE,3
5716,Ok lafullREAD MORE,5
5717,Good quality good work. Product so useful usREAD MORE,5
5718,HappyREAD MORE,3
5720,Manufacturing is awesome 👏🏻READ MORE,4
5721,"Nice quality,all should buy it the onion chopping is very goodREAD MORE",5
5723,it's really awesomeREAD MORE,5
5724,Good one for choppingREAD MORE,5
5726,"Best copper under this price, excellent blade quality, superb designREAD MORE",5
5729,Excellent 👌👌👌👌READ MORE,5
5730,Best product very affordable prizeREAD MORE,5
5731,Good quality High precision bladeEasy to use.READ MORE,5
5734,It's value for the price.Thanks for timely delivery.READ MORE,5
5735,My mom really loved it and I saw how Happy she was 🥰🥰😊🥰READ MORE,5
5736,Durable productREAD MORE,5
5737,Very good and easy to useREAD MORE,5
5738,It is very easy to use and good lookREAD MORE,5
5739,Worthy ✨READ MORE,5
5741,Best product.READ MORE,4
5742,"Handy, easy to operate, easy to clean. Must have product in kitchen.READ MORE",4
5743,Very very good choping for very esayREAD MORE,4
5747,WorkingREAD MORE,5
5748,Superb easy to useREAD MORE,5
5753,"Amazing products, very very useful.READ MORE",4
5754,Exellent 😁READ MORE,5
5756,Good qualityValue for moneyIndian brandMore comfort to cookSharp bladesREAD MORE,5
5757,Good brandREAD MORE,5
5760,Nice product... Useful for beginners in cooking... If u want it to be more useful go for higher capacity like 1000 ml or moreREAD MORE,4
5761,Good product & qualityREAD MORE,5
5762,"Best Quality product, Better Service... Thank you Flipkart ........READ MORE",5
5763,Really works good   Worth to buy for small chops. Those who r not good in chopping it is helpfulREAD MORE,4
5764,Very nice itemaREAD MORE,3
5765,"Good item,Quickly cut the vegetables easily.......READ MORE",4
5766,Good quality YeahREAD MORE,5
5767,Superb hai...READ MORE,5
5768,Bad productREAD MORE,4
5770,Not a buildREAD MORE,5
5771,Poor build quality compare to other products and not reasonable.READ MORE,5
5775,AmazingGood product Good qualityREAD MORE,4
5776,Good  for the kitchenREAD MORE,5
5778,Very good workREAD MORE,5
5779,Awesome product easy to useREAD MORE,5
5780,good superREAD MORE,4
5781,Awesome...I liked very much..verry satisfiedREAD MORE,4
5782,Excellent product and its performanceREAD MORE,5
5787,I love this product.READ MORE,5
5788,Not for value moneyREAD MORE,5
5790,Thanks flipkartREAD MORE,3
5791,Great productEazy to handleREAD MORE,5
5795,Happy with your dealing ☺️😊READ MORE,5
5796,Really an amazing product. Easy to use and time saving. Can chop any vegetables easily. Price worthy.READ MORE,5
5797,This product is  very nice blade is sharp AND LOOK AT NICEREAD MORE,5
5799,"It's made my work easy,so goodREAD MORE",4
5800,This is very niceREAD MORE,5
5804,Very good..👌READ MORE,5
5805,Superbbb for bachelor.READ MORE,4
5807,Good product good deliveryREAD MORE,4
5809,Blade quality is very poorREAD MORE,5
5810,Total wasteREAD MORE,5
5811,AwesomeHighly recommend Best value in the marketREAD MORE,4
5812,Such a good product it finely chops all the veggies in sec  #time saviourREAD MORE,5
5813,Easy to workREAD MORE,4
5814,Easy to use. Quality is also superb. Time saving.READ MORE,5
5815,Best use for bachelorREAD MORE,5
5818,A good easy way to cut vegetables in short timeREAD MORE,5
5820,Awesome product as I didn't expect....READ MORE,5
5821,This product is working well and I like iUsing itREAD MORE,5
5822,Good prodetREAD MORE,5
5823,CoolREAD MORE,5
5824,Outstanding  product 👌READ MORE,5
5825,Value  for money  good quality.READ MORE,4
5827,Thank q tumba chennagide.thankqqREAD MORE,5
5831,Very good very usable productREAD MORE,5
5832,"Don't dare to buy it, instead buy a electric versionREAD MORE",4
5833,. very nice.READ MORE,5
5834,love itREAD MORE,5
5836,Good and have some qualityREAD MORE,4
5838,No badREAD MORE,5
5839,Super product FlipkartREAD MORE,5
5841,Super at this priceREAD MORE,4
5843,Super..READ MORE,3
5846,Best for kitchenREAD MORE,4
5847,This product is a competitor of Tupperware chopperREAD MORE,4
5850,Very good..READ MORE,5
5851,Nice nice product thank you flip kartREAD MORE,4
5852,It is amazing & great user friendly product. Great product.  I really wish to give 5/5. But seems slightly expensive.READ MORE,4
5853,It make my mom's work so easyREAD MORE,5
5854,Game changer of indian kitchensREAD MORE,5
5855,The product was awesome perfect product for that priceREAD MORE,3
5856,Super product good delivery.READ MORE,5
5858,I like this chopper very much.The quality of blade is very sharpener. Easy to handle.it is looking very NiceREAD MORE,5
5859,Lovely..READ MORE,5
5860,Very good product everyone should go for it. thank you.READ MORE,5
5863,There's nothing to complaint about this product. Its perfectREAD MORE,3
5865,Very fast chopperREAD MORE,5
5866,Worth full productREAD MORE,5
5869,Very sharp blade & goog qualityREAD MORE,5
5870,Good product... It makes easy every worksREAD MORE,5
5871,Very good chopper 👍👍👍READ MORE,5
5873,Nice product. Very useful for choppingREAD MORE,5
5875,Very useful 👍 highly recommendREAD MORE,3
5876,PerfectREAD MORE,3
5878,"best quality,I  am very happy to purchase itREAD MORE",5
5879,Save time and effortREAD MORE,5
5881,Working good nice quality don't know about durabilityREAD MORE,5
5883,Affordable price and most usefullREAD MORE,5
5887,Not a heavy materialREAD MORE,4
5888,Really amazing thanks FlipkartREAD MORE,5
5892,Super ❤️❤️❤️READ MORE,4
5894,Simple super cutterREAD MORE,4
5899,More useful very interested one don't waste of money 🤑🤑💰🤑READ MORE,5
5900,Just ExcellentREAD MORE,5
5906,I just love itREAD MORE,5
5907,It suddenly stop workingREAD MORE,4
5908,Chopper is very small it is smaller than a 15cm scaleOther everything is ok.READ MORE,4
5909,Very very goodREAD MORE,4
5911,Very useful love it👌👍👍READ MORE,5
5912,It is very good and easy to cut because it has five blades but it use to get blunt easily. But it is just goodREAD MORE,4
5913,nice one from flipkartREAD MORE,5
5914,Good productsREAD MORE,3
5915,Its wonderfulREAD MORE,5
5916,Very nice  delivery is very fast thnks flpcartREAD MORE,5
5917,Super product... Worth money.... I loved itREAD MORE,5
5918,Very nice product just go for it I like it soo much 🥰READ MORE,5
5920,Good awesome productsREAD MORE,4
5922,Nice cutter blade is very sarpREAD MORE,5
5924,Worth itREAD MORE,4
5926,Good to useREAD MORE,4
5927,"Build box is elegant. Blades are sharp. Worth for the money paid. I am yet to use it. However, I have checked the operability of cord which rotates the blade. It's working fine. Should have been for electric operation.READ MORE",4
5929,"Very usefull,,,,worth for moneyREAD MORE",5
5932,build quality is good and thanks FlipkartREAD MORE,5
5933,Awesome 👍 congratulationsREAD MORE,5
5934,"It is good for shredding purposes only. Not suitable for soft leaves like palak, methi. Also, it cannot replace a kadukass. Onions, tomatoes come out well. The quantity should be half full in the container and it is better to mix leafy veg along with other veg to get good results.READ MORE",5
5935,It is brokenREAD MORE,3
5936,Most value for money product and good quality superb👌👌👌👌👍👍👍👍READ MORE,5
